Feedback_ID,Feedback_Text,Sentiment,Category,Internship_Duration_Months,Department,Overall_Rating,Would_Recommend
INT0166,"Nobody really discussed growth opportunities or what a future role here might look like. There was no real effort to help interns think about next steps or career planning. Also, important updates about deadlines sometimes reached me only after they had already passed.",Negative,Career Development,2,Machine Learning,1,No
INT0167,"I never had to chase people for information, everything was communicated clearly upfront. Our stand-up meetings were short but genuinely useful for staying aligned with the team.",Positive,Communication,2,Finance,5,Yes
INT0168,The onboarding sessions covered exactly what I needed to get started without wasting time.,Positive,Training,5,Marketing,5,Yes
INT0169,"From my perspective, I could always reach out to my team lead when I got stuck, and they never made me feel dumb for asking. Additionally, the pace was reasonable and left room for me to ask questions without falling behind.",Positive,Mentorship,1,Software Development,5,Yes
INT0170,"In my experience, the office felt disorganized, with unclear seating and outdated equipment for interns. Meanwhile, the team was polite but mostly kept to themselves, so bonding took a while. Hopefully this helps improve the program.",Negative,Work Environment,1,Marketing,2,No
INT0171,"For the most part, I liked that the company trusted interns enough to work flexible hours when needed. I wanted to share this feedback for future improvement.",Positive,Work Environment,3,Machine Learning,3,Yes
INT0172,"All things considered, my mentor was available when needed but we didn't have a very structured relationship. Hopefully this helps improve the program.",Neutral,Mentorship,3,Software Development,4,Yes
INT0173,"Looking back, I'd call this internship a genuinely valuable experience that shaped how I think about work.",Positive,Overall Experience,2,Human Resources,5,Yes
INT0174,"Honestly, I finished the internship feeling like I didn't get much value out of the time I put in. That said, everyone's experience can vary.",Negative,Overall Experience,2,Finance,2,Maybe
INT0175,"For the most part, my mentor always made time to answer questions, even when things got busy. Also, it was manageable most of the time, though a couple of deadlines felt a bit tight. That said, everyone's experience can vary.",Positive,Mentorship,2,Machine Learning,4,Yes
INT0176,"If I'm being honest, the training covered the basics adequately, though it felt a bit generic. Also, I picked up some practical skills, though the internship leaned more toward repetition than discovery. I wanted to share this feedback for future improvement.",Neutral,Training,5,Data Science,3,Maybe
INT0177,"Looking back, the exposure to real datasets taught me more about data cleaning than any course did. Getting to see how decisions are made in real projects taught me more than any lecture. Hopefully this helps improve the program.",Positive,Learning,5,Human Resources,4,Yes
INT0178,"So far, I picked up some practical skills, though the internship leaned more toward repetition than discovery.",Neutral,Learning,2,Artificial Intelligence,4,No
INT0179,"In my experience, the team was polite but mostly kept to themselves, so bonding took a while and the environment was fine, not particularly close-knit but not unfriendly either. That said, everyone's experience can vary.",Neutral,Team Environment,4,Machine Learning,3,Yes
INT0180,The training materials were well organized and easy to follow even for a beginner. Others might have had a different experience though.,Positive,Training,4,Artificial Intelligence,4,Yes
INT0181,There was a real disconnect between what one manager said and what another expected.,Negative,Communication,4,Finance,2,No
INT0182,"By the end of the internship, I barely got to interact with the wider team beyond my direct supervisor.",Negative,Team Environment,4,Software Development,1,Maybe
INT0183,"Looking back, my mentor was available when needed but we didn't have a very structured relationship. That said, the learning curve was gentle, maybe too gentle for someone who wanted more of a challenge.",Neutral,Mentorship,5,Data Science,3,No
INT0184,"Looking back, this internship gave me a much clearer picture of what career path I actually want to pursue. I got genuinely useful advice on my resume and how to prepare for future interviews. That said, everyone's experience can vary.",Positive,Career Development,2,Artificial Intelligence,4,Yes
INT0185,"To be fair, the tasks assigned to me didn't match the job description at all. That's just my honest take.",Negative,Tasks,3,Software Development,1,No
INT0186,"All things considered, the work environment was ordinary, similar to what I expected from an office internship. Meanwhile, mentorship existed on paper but in practice it depended a lot on how busy people were.",Neutral,Work Environment,1,Artificial Intelligence,3,Maybe
INT0187,"Instructions for tasks were often vague, so I ended up redoing work more than once. Additionally, nobody really discussed growth opportunities or what a future role here might look like. Hopefully this helps improve the program.",Negative,Communication,4,Machine Learning,1,No
